FIR_REG_NUM,CHARGESHEET_OR_NOT,CHARGESHEET_DT,FR_TYPE,COURT_DISPOSAL,DISPOSAL_DT
UP2024025800096,N,2025-05-29,C-Summary,,
UP2023054600149,N,2024-03-10,A-Summary,,
UP2023149500178,N,2023-11-22,A-Summary,,
UP2025121100196,N,2025-09-04,C-Summary,,
UP2024098500086,N,2025-06-02,A-Summary,,
UP2023084900065,N,2024-02-17,A-Summary,,
UP2024085600084,N,2025-05-10,B-Summary,,
UP2025027600138,N,2025-09-05,B-Summary,,
UP2023145900078,Y,2023-06-10,,,
UP2025112700101,Y,2025-12-26,,Pending Trial,
UP2024078900086,N,2025-06-24,B-Summary,,
UP2023045900074,Y,2024-02-06,,,
UP2025115500160,N,2026-06-30,B-Summary,,
UP2024033900019,Y,2024-04-02,,Pending Trial,
UP2024120400127,Y,2024-07-28,,Pending Trial,
UP2023017600040,N,2023-08-09,B-Summary,,
UP2024127600108,Y,2024-07-21,,,
UP2025142300105,Y,2025-03-21,,Pending Trial,
UP2024095300095,N,2024-11-23,B-Summary,,
UP2024149200207,N,2024-10-30,B-Summary,,
UP2025067500029,Y,2025-08-05,,,
UP2024149000175,Y,2024-11-14,,Pending Trial,
UP2024126100094,Y,2024-09-26,,,
UP2024055600164,N,2025-10-20,B-Summary,,
UP2024085400098,N,2025-03-08,A-Summary,,
UP2024137000017,Y,2024-04-23,,,
UP2024096300087,Y,2024-11-29,,,
UP2023021900070,Y,2023-11-18,,Pending Trial,
UP2025113700034,Y,2025-08-02,,Pending Trial,
UP2025146100099,Y,2025-07-18,,Acquitted,2026-06-26
UP2025109600195,Y,2025-06-05,,,
UP2024122800144,Y,2025-02-21,,Pending Trial,
UP2025080200084,N,2025-10-01,B-Summary,,
UP2025012600031,N,2025-09-17,A-Summary,,
UP2023019500125,Y,2023-09-21,,Pending Trial,
UP2023113700020,N,2024-01-22,A-Summary,,
UP2025103500053,Y,2026-01-12,,Pending Trial,
UP2024050600153,Y,2024-09-27,,Pending Trial,
UP2024078400091,Y,2024-11-18,,,
UP2025054100251,N,2025-10-11,B-Summary,,
UP2023039700017,Y,2023-03-21,,Pending Trial,
UP2024083400099,Y,2024-11-15,,Pending Trial,
UP2024002600086,N,2025-03-21,A-Summary,,
UP2025099400087,Y,2025-08-01,,Pending Trial,
UP2023133200084,Y,2024-05-25,,,
UP2024055700159,Y,2025-02-15,,Pending Trial,
UP2024109400125,N,2024-07-03,C-Summary,,
UP2025017200041,Y,2026-01-10,,,
UP2025142100138,Y,2025-10-11,,,
UP2023000900043,N,2023-11-19,A-Summary,,
UP2023110600134,Y,2024-01-20,,,
UP2024104900159,N,2025-03-03,C-Summary,,
UP2025115400176,Y,2025-04-07,,,
UP2023078500089,N,2024-08-28,B-Summary,,
UP2024078300078,Y,2024-05-18,,Pending Trial,
UP2023077000105,Y,2024-01-15,,Pending Trial,
UP2024147300253,Y,2024-12-16,,Acquitted,2026-06-30
UP2024015700149,N,2025-01-14,C-Summary,,
UP2025132200008,Y,2025-03-29,,,
UP2025104400201,N,2026-04-16,A-Summary,,
UP2024100800023,N,2025-04-02,A-Summary,,
UP2025043800034,N,2026-04-10,C-Summary,,
UP2024014800030,Y,2025-01-19,,Convicted,2025-11-14
UP2025149200278,Y,2025-06-27,,Pending Trial,
UP2025011500022,N,2026-01-31,A-Summary,,
UP2024002000117,N,2024-06-14,C-Summary,,
UP2025051000158,N,2026-06-30,A-Summary,,
UP2023148300106,N,2023-07-03,A-Summary,,
UP2023051100160,Y,2024-05-23,,,
UP2025028800084,N,2025-09-06,A-Summary,,
UP2025050700209,N,2026-04-09,B-Summary,,
UP2025076900154,N,2025-12-18,A-Summary,,
UP2024055600165,N,2025-07-27,C-Summary,,
UP2025094500131,N,2026-03-19,A-Summary,,
UP2025118300080,Y,2025-08-10,,Convicted,2026-06-30
UP2024121100165,N,2025-03-10,A-Summary,,
UP2023020300113,N,2024-03-18,B-Summary,,
UP2024005000158,Y,2025-02-16,,Convicted,2026-03-15
UP2024115500118,N,2025-03-18,B-Summary,,
UP2024074300131,N,2024-07-12,A-Summary,,
UP2023149400149,N,2024-07-16,A-Summary,,
UP2023036800052,N,2023-11-20,A-Summary,,
UP2025140100219,Y,2025-12-16,,,
UP2023098900065,Y,2023-10-15,,Pending Trial,
UP2024121900131,N,2024-07-31,B-Summary,,
UP2024101300019,N,2025-04-04,A-Summary,,
UP2023129000037,Y,2023-09-09,,Pending Trial,
UP2023092400026,N,2024-11-12,A-Summary,,
UP2024088400028,Y,2024-07-13,,Convicted,2025-11-12
UP2024035000081,Y,2024-10-24,,Pending Trial,
UP2025023600025,Y,2025-04-27,,,
UP2024149300193,Y,2025-03-02,,Pending Trial,
UP2023097200046,N,2024-03-01,A-Summary,,
UP2025142800021,Y,2025-07-15,,,
UP2025104900193,Y,2025-11-27,,,
UP2023149100152,Y,2024-03-28,,Pending Trial,
UP2024054400124,Y,2024-11-11,,Pending Trial,
UP2025000700120,Y,2025-09-05,,Pending Trial,
UP2024032900049,Y,2024-07-28,,Convicted,2025-03-23
UP2025143700211,Y,2025-05-27,,Pending Trial,
UP2025108500187,Y,2025-06-27,,,
UP2023109700090,Y,2024-04-27,,,
UP2024127100099,N,2024-06-23,C-Summary,,
UP2024118000120,Y,2024-11-09,,Pending Trial,
UP2024110300150,N,2025-07-06,A-Summary,,
UP2025110600216,Y,2025-07-10,,Pending Trial,
UP2025004800142,Y,2026-01-20,,Convicted,2026-06-30
UP2025074400144,N,2026-02-25,A-Summary,,
UP2024097000118,N,2025-06-08,A-Summary,,
UP2024091600114,N,2025-05-08,C-Summary,,
UP2023020300114,Y,2023-07-16,,,
UP2025074600173,N,2026-03-07,B-Summary,,
UP2023068900093,Y,2023-11-07,,Pending Trial,
UP2023117400011,Y,2024-03-19,,Pending Trial,
UP2024132800186,N,2025-05-23,B-Summary,,
UP2025077700037,Y,2025-05-26,,Convicted,2026-06-30
UP2025138700041,Y,2025-07-05,,,
UP2025111200107,Y,2025-07-25,,Convicted,2026-06-30
UP2025006000052,Y,2025-11-20,,,
UP2025091500122,Y,2025-06-18,,,
UP2025118900022,Y,2025-03-11,,,
UP2023055900091,Y,2023-11-28,,Convicted,2024-12-14
UP2025019900177,N,2026-01-29,A-Summary,,
UP2023056500093,N,2024-05-20,C-Summary,,
UP2025053600210,Y,2026-04-05,,Convicted,2026-06-30
UP2023140600103,N,2024-01-21,C-Summary,,
UP2025148100229,N,2026-05-01,B-Summary,,
UP2025149600205,N,2025-05-09,B-Summary,,
UP2023082600097,N,2024-04-15,B-Summary,,
UP2025084100181,N,2026-06-30,B-Summary,,
UP2023111400071,N,2023-10-22,C-Summary,,
UP2025002700145,N,2025-11-19,A-Summary,,
UP2023057600126,Y,2024-04-13,,Convicted,2025-09-09
UP2024027200086,Y,2024-12-09,,Convicted,2026-01-23
UP2024085400099,Y,2025-01-27,,,
UP2024144000178,N,2025-01-30,C-Summary,,
UP2023016600121,N,2024-06-05,A-Summary,,
UP2025053400242,Y,2025-09-01,,Pending Trial,
UP2023037900060,Y,2023-09-16,,Pending Trial,
UP2024036100056,N,2025-01-15,A-Summary,,
UP2024002100099,N,2024-10-16,B-Summary,,
UP2025010500081,Y,2025-08-11,,,
UP2025147100158,Y,2025-12-08,,,
UP2024149400206,N,2025-05-28,B-Summary,,
UP2023104700099,N,2023-09-22,A-Summary,,
UP2025076300177,N,2026-06-11,C-Summary,,
UP2024098500087,N,2025-05-11,A-Summary,,
UP2024120900136,N,2025-07-11,B-Summary,,
UP2025076900155,Y,2026-02-26,,,
UP2025110200183,Y,2026-06-03,,Pending Trial,
UP2024015800113,Y,2024-08-14,,Pending Trial,
UP2025056500163,Y,2025-10-01,,Pending Trial,
UP2023119800119,N,2024-07-27,A-Summary,,
UP2025052600243,Y,2025-10-18,,,
UP2025104400202,N,2026-06-30,A-Summary,,
UP2024054200208,N,2024-07-09,B-Summary,,
UP2024126100095,Y,2024-03-29,,,
UP2024054200209,N,2025-07-15,A-Summary,,
UP2023149200136,N,2023-12-30,C-Summary,,
UP2024069300129,N,2025-01-14,A-Summary,,
UP2025016600167,N,2025-11-15,B-Summary,,
UP2023016900026,N,2023-08-03,A-Summary,,
UP2023003700073,N,2024-11-17,B-Summary,,
UP2024070100024,N,2024-12-25,A-Summary,,
UP2024121000144,N,2025-02-22,A-Summary,,
UP2025073800155,Y,2026-02-22,,Pending Trial,
UP2024122000094,Y,2024-11-22,,Pending Trial,
UP2024004500177,Y,2024-12-19,,,
UP2024107200024,Y,2024-10-01,,,
UP2023085500084,N,2023-12-29,C-Summary,,
UP2023127300113,N,2024-03-14,A-Summary,,
UP2025032600090,N,2026-02-14,A-Summary,,
UP2023105000142,N,2024-04-03,B-Summary,,
UP2025091300155,N,2025-09-12,A-Summary,,
UP2023123700048,Y,2023-07-31,,,
UP2025078200096,Y,2026-04-22,,,
UP2023124400045,Y,2023-12-11,,Pending Trial,
UP2025076900156,Y,2025-06-19,,Pending Trial,
UP2025099200103,N,2025-11-20,A-Summary,,
UP2023132800154,Y,2023-12-20,,,
UP2023121400096,Y,2024-04-07,,Pending Trial,
UP2025122700140,N,2026-06-30,A-Summary,,
UP2025110700167,Y,2025-11-16,,,
UP2025014000097,N,2026-05-12,A-Summary,,
UP2023045900075,Y,2023-07-29,,Pending Trial,
UP2025039900028,Y,2025-10-04,,Pending Trial,
UP2023052700115,N,2023-06-12,A-Summary,,
UP2025084000125,Y,2026-02-25,,,
UP2024118700109,N,2025-04-28,A-Summary,,
UP2025126700030,N,2025-09-12,A-Summary,,
UP2024029500061,Y,2025-02-23,,,
UP2024046100079,Y,2024-11-20,,,
UP2025096000144,Y,2026-01-30,,,
UP2025076900157,Y,2025-08-30,,,
UP2024054900247,N,2025-11-01,B-Summary,,
UP2023110100093,Y,2023-11-04,,Pending Trial,
UP2025113600044,N,2026-03-19,C-Summary,,
UP2025001600117,Y,2026-01-31,,,
UP2024051100223,Y,2025-03-07,,,
UP2025084900093,N,2026-05-20,B-Summary,,
UP2025128000236,N,2025-05-16,A-Summary,,
UP2025010500082,Y,2025-10-11,,,
UP2025128100112,N,2026-06-21,C-Summary,,
UP2024054700225,N,2024-09-04,A-Summary,,
UP2025048000141,Y,2026-01-23,,,
UP2025105000223,Y,2025-12-23,,Pending Trial,
UP2023119700140,N,2023-09-08,C-Summary,,
UP2024147100137,N,2025-08-26,A-Summary,,
UP2023120400109,N,2024-05-05,B-Summary,,
UP2024057900067,Y,2024-12-24,,Pending Trial,
UP2024041500030,Y,2024-08-27,,Pending Trial,
UP2024035200087,Y,2024-08-13,,Pending Trial,
UP2025050600161,N,2026-06-30,A-Summary,,
UP2024050700158,N,2025-06-09,A-Summary,,
UP2024109400126,Y,2025-02-25,,Pending Trial,
UP2024062000108,N,2025-05-07,A-Summary,,
UP2025120800146,Y,2026-01-10,,,
UP2024004400150,N,2025-02-27,A-Summary,,
UP2025003900139,N,2026-01-04,A-Summary,,
UP2023124100041,Y,2023-11-21,,,
UP2024049300123,Y,2024-12-09,,,
UP2024051100224,Y,2024-12-19,,Pending Trial,
UP2025109900159,N,2026-06-30,A-Summary,,
UP2024108700124,Y,2024-12-13,,,
UP2024006300033,Y,2024-11-25,,,
UP2025069700070,N,2025-11-21,A-Summary,,
UP2024125600082,Y,2024-08-25,,Pending Trial,
UP2024001400094,N,2024-05-15,C-Summary,,
UP2023052200031,N,2024-02-13,A-Summary,,
UP2025109600196,Y,2025-06-06,,,
UP2025133300212,N,2025-05-09,B-Summary,,
UP2025119700193,N,2025-07-05,B-Summary,,
UP2023106800084,Y,2023-10-24,,Pending Trial,
UP2024105500034,Y,2024-07-09,,,
UP2023099300054,Y,2023-12-20,,Pending Trial,
UP2025124400071,Y,2025-05-30,,Pending Trial,
UP2025143900152,Y,2025-11-21,,,
UP2023026400021,N,2024-01-18,A-Summary,,
UP2025081400166,Y,2025-06-25,,Pending Trial,
UP2025143800230,Y,2025-07-27,,,
UP2025057100119,Y,2025-10-14,,Pending Trial,
UP2025137100034,Y,2025-06-26,,Pending Trial,
UP2024034900076,N,2025-02-24,A-Summary,,
UP2025104300236,Y,2026-01-12,,Pending Trial,
UP2025126700031,N,2026-01-02,C-Summary,,
UP2023056400123,N,2024-05-23,C-Summary,,
UP2024002200135,N,2025-12-04,C-Summary,,
UP2025112700102,Y,2025-11-28,,,
UP2025045800139,Y,2025-08-03,,,
UP2025085100120,Y,2025-11-07,,Acquitted,2026-06-30
UP2023131400019,N,2023-05-04,A-Summary,,
UP2025046300118,Y,2025-08-12,,,
UP2023014300073,Y,2023-12-30,,,
UP2024140000106,Y,2024-09-27,,,
UP2024110300151,Y,2024-12-17,,,
UP2025109900160,Y,2025-08-15,,,
UP2023116800065,Y,2023-10-19,,Pending Trial,
UP2024069800040,Y,2024-06-16,,Pending Trial,
UP2024018300025,N,2024-11-16,B-Summary,,
UP2024055300104,N,2025-07-18,A-Summary,,
UP2023004500133,Y,2023-10-20,,Convicted,2024-11-27
UP2024038600011,Y,2024-07-26,,,
UP2025123400157,N,2025-09-08,A-Summary,,
UP2025114300049,Y,2025-06-02,,Pending Trial,
UP2024095200073,Y,2025-04-06,,Acquitted,2026-06-30
UP2025143700212,Y,2025-09-14,,,
UP2024121000145,Y,2025-05-13,,Pending Trial,
UP2023124200047,Y,2023-11-11,,,
UP2024083600106,N,2025-08-23,A-Summary,,
UP2023018100025,Y,2023-04-07,,Acquitted,2024-08-16
UP2025145900140,N,2026-06-30,B-Summary,,
UP2023143500107,Y,2023-07-11,,Pending Trial,
UP2023038100054,Y,2023-11-16,,Pending Trial,
UP2024062500078,Y,2025-01-03,,,
UP2025082300144,N,2025-04-08,C-Summary,,
UP2023132500157,N,2023-10-18,B-Summary,,
UP2024096900084,N,2024-12-15,B-Summary,,
UP2025016600168,N,2025-09-09,B-Summary,,
UP2024109900150,N,2024-09-14,A-Summary,,
UP2025050800189,N,2025-04-26,B-Summary,,
UP2023055000124,Y,2024-04-02,,Acquitted,2025-07-17
UP2025121900155,N,2025-12-13,C-Summary,,
UP2025148000291,Y,2025-09-09,,Pending Trial,
UP2025020100224,Y,2025-06-03,,,
UP2023074000093,N,2024-05-13,C-Summary,,
UP2024081400126,Y,2025-02-06,,,
UP2023108200094,N,2024-04-15,A-Summary,,
UP2025045800141,Y,2025-05-16,,Pending Trial,
UP2025112100012,N,2026-03-24,B-Summary,,
UP2025112500165,N,2026-05-13,B-Summary,,
UP2024149600184,Y,2025-03-26,,,
UP2023078400072,N,2024-08-23,A-Summary,,
UP2023078900066,N,2024-03-19,A-Summary,,
UP2024003900106,Y,2024-06-19,,,
UP2024056300177,N,2024-10-13,B-Summary,,
UP2025016500112,N,2025-04-03,A-Summary,,
UP2023084100134,Y,2023-05-29,,,
UP2025016900056,Y,2026-02-17,,,
UP2023076100121,Y,2024-03-27,,Pending Trial,
UP2024107900142,N,2025-07-07,A-Summary,,
UP2025014700028,N,2026-04-18,A-Summary,,
UP2025042900012,Y,2025-06-23,,,
UP2024074900048,N,2025-06-17,C-Summary,,
UP2025002400132,Y,2026-02-20,,,
UP2023003100108,Y,2023-09-16,,Pending Trial,
UP2024109700087,Y,2024-05-08,,Pending Trial,
UP2025054600217,N,2025-10-26,A-Summary,,
UP2024069000215,Y,2024-11-04,,Pending Trial,
UP2025004300113,Y,2026-03-31,,Pending Trial,
UP2024053200155,Y,2024-09-02,,,
UP2023115400118,N,2023-11-01,A-Summary,,
UP2024053400204,Y,2024-08-15,,,
UP2023020200082,Y,2024-03-06,,,
UP2023047800075,Y,2023-06-10,,Pending Trial,
UP2023085600054,N,2023-10-17,A-Summary,,
UP2025053100308,N,2026-05-08,A-Summary,,
UP2025115500161,Y,2025-06-16,,,
UP2024096300088,Y,2024-10-22,,Pending Trial,
UP2024088000034,Y,2024-02-24,,Pending Trial,
UP2025020200148,N,2026-06-30,B-Summary,,
UP2023034600061,Y,2023-10-02,,Pending Trial,
UP2025125300022,Y,2025-06-15,,Pending Trial,
UP2025069400174,Y,2025-08-18,,Pending Trial,
UP2024126900035,Y,2024-04-08,,,
UP2023140100170,Y,2023-08-11,,,
UP2025076500098,N,2026-01-05,A-Summary,,
UP2023054800159,N,2024-05-02,A-Summary,,
UP2023142200066,N,2024-11-15,B-Summary,,
UP2023135200022,Y,2023-12-24,,,
UP2023102800007,N,2024-12-04,B-Summary,,
UP2025062100144,Y,2025-10-29,,,
UP2023044900080,Y,2023-07-14,,Acquitted,2025-03-03
UP2024066800047,Y,2024-08-09,,Pending Trial,
UP2025122800160,Y,2026-03-10,,,
UP2025108100158,N,2025-12-22,C-Summary,,
UP2025007700014,Y,2025-09-20,,Pending Trial,
UP2024142200107,Y,2024-10-11,,Pending Trial,
UP2025062000120,Y,2025-07-01,,Pending Trial,
UP2024114100030,N,2025-04-02,A-Summary,,
UP2023104800140,Y,2023-11-11,,Pending Trial,
UP2025108400161,N,2025-06-17,A-Summary,,
UP2025019900178,Y,2025-05-30,,,
UP2024052600187,N,2025-08-15,C-Summary,,
UP2025062400086,N,2026-06-30,C-Summary,,
UP2024139600103,Y,2024-07-25,,Convicted,2025-12-28
UP2023090100086,N,2023-08-30,A-Summary,,
UP2025133400240,Y,2025-11-13,,Convicted,2026-06-30
UP2024140500122,Y,2024-12-30,,Pending Trial,
UP2025124100079,N,2026-02-14,B-Summary,,
UP2025144200222,N,2026-03-26,A-Summary,,
UP2024005900035,N,2024-07-12,C-Summary,,
UP2024063700044,N,2024-08-09,B-Summary,,
UP2024085600085,Y,2024-12-03,,,
UP2025099900096,Y,2026-02-04,,Convicted,2026-06-30
UP2025081700107,N,2026-03-13,B-Summary,,
UP2025005000177,Y,2025-03-13,,,
UP2023095800057,N,2024-10-24,A-Summary,,
UP2025139800216,N,2026-06-30,A-Summary,,
UP2025068600152,Y,2026-01-11,,Pending Trial,
UP2025117800019,Y,2025-07-30,,Convicted,2026-01-18
UP2025091400150,N,2026-06-30,A-Summary,,
UP2023112700057,N,2024-03-23,A-Summary,,
UP2025052500258,N,2026-01-25,A-Summary,,
UP2023147200155,N,2024-05-23,B-Summary,,
UP2024095900118,N,2024-08-05,C-Summary,,
UP2025122400138,Y,2026-05-12,,,
UP2023051300124,N,2024-02-10,B-Summary,,
UP2025020100225,N,2025-05-07,B-Summary,,
UP2023029200080,Y,2024-01-04,,,
UP2024050900192,N,2025-02-19,B-Summary,,
UP2024120200141,Y,2025-04-29,,Pending Trial,
UP2023068800097,Y,2023-10-22,,Pending Trial,
UP2024043700098,N,2025-03-01,A-Summary,,
UP2024033300078,Y,2024-12-23,,,
UP2025002000122,Y,2025-11-15,,Pending Trial,
UP2025073700169,N,2025-06-05,B-Summary,,
UP2025139900270,Y,2025-11-11,,Convicted,2026-06-30
UP2024076100173,N,2025-05-23,A-Summary,,
UP2023000600071,N,2024-01-24,B-Summary,,
UP2024068800107,Y,2024-09-30,,Pending Trial,
UP2025085400116,Y,2025-12-06,,Pending Trial,
UP2024056600176,Y,2024-05-30,,Pending Trial,
UP2025025600112,Y,2025-12-01,,Convicted,2026-06-30
UP2024148100179,N,2025-07-08,C-Summary,,
UP2025112900172,Y,2025-10-18,,,
UP2023148200163,Y,2024-04-15,,Pending Trial,
UP2025082600172,N,2026-06-30,A-Summary,,
UP2025002900126,N,2026-06-13,A-Summary,,
UP2024019900157,N,2025-01-08,B-Summary,,
UP2025084100182,N,2026-05-12,A-Summary,,
UP2023024300017,Y,2023-12-29,,Pending Trial,
UP2024097500080,Y,2025-05-22,,Pending Trial,
UP2024133000221,Y,2025-01-01,,,
UP2025095000152,Y,2025-08-12,,Pending Trial,
UP2025024300026,N,2026-04-28,A-Summary,,
UP2023107900085,N,2024-03-08,C-Summary,,
UP2025055800202,N,2026-03-18,A-Summary,,
UP2024080300070,Y,2024-07-27,,Pending Trial,
UP2023074500135,N,2024-01-10,C-Summary,,
UP2025010200087,Y,2025-11-26,,,
UP2024127600109,Y,2025-03-17,,Acquitted,2026-06-30
UP2023059900140,N,2024-04-11,C-Summary,,
UP2024016400167,N,2024-04-01,A-Summary,,
UP2025006100035,N,2025-06-18,B-Summary,,
UP2024125000019,Y,2024-06-16,,Pending Trial,
UP2025010600072,Y,2025-08-31,,,
UP2025125600118,N,2026-06-30,B-Summary,,
UP2023133000142,Y,2024-04-05,,Pending Trial,
UP2024051700050,N,2025-01-09,A-Summary,,
UP2024112900132,Y,2024-11-03,,Pending Trial,
UP2024109000129,N,2025-02-16,A-Summary,,
UP2025098500089,Y,2026-01-07,,Pending Trial,
UP2024121200187,Y,2024-05-17,,,
UP2025121200194,Y,2025-08-05,,,
UP2023055800134,N,2024-10-16,A-Summary,,
UP2025082300145,N,2025-09-09,B-Summary,,
UP2025109800148,N,2025-10-11,C-Summary,,
UP2025110100154,N,2026-02-18,A-Summary,,
UP2023129800029,Y,2023-10-26,,Pending Trial,
UP2025122500191,N,2025-11-27,B-Summary,,
UP2024086000014,Y,2025-01-02,,Pending Trial,
UP2025035200124,Y,2025-08-31,,Convicted,2026-06-30
UP2025115200124,N,2025-09-17,A-Summary,,
UP2025035000098,N,2026-06-30,A-Summary,,
UP2024142500069,Y,2025-05-17,,Pending Trial,
UP2025054200250,N,2026-03-31,A-Summary,,
UP2025013500010,Y,2025-11-15,,,
UP2023122600094,Y,2023-12-17,,,
UP2023029000104,N,2024-12-23,A-Summary,,
UP2025060000135,N,2026-06-30,B-Summary,,
UP2025072100039,Y,2025-05-30,,Pending Trial,
UP2024083300075,N,2025-09-16,A-Summary,,
UP2023135900009,Y,2023-05-01,,Pending Trial,
UP2025017600054,Y,2025-09-12,,,
UP2025149400231,Y,2026-02-13,,Pending Trial,
UP2025008700039,Y,2025-11-27,,,
UP2025146300085,Y,2026-01-07,,Pending Trial,
UP2025037700086,N,2025-04-02,C-Summary,,
UP2023002200101,Y,2023-05-28,,,
UP2025121800218,N,2025-09-27,A-Summary,,
UP2023058700069,N,2024-02-22,C-Summary,,
UP2024097900074,Y,2025-04-12,,,
UP2023030800024,Y,2023-10-25,,Pending Trial,
UP2024105900031,Y,2024-03-11,,Pending Trial,
UP2024020200133,Y,2024-11-04,,Convicted,2025-08-28
UP2023097700074,N,2024-08-31,B-Summary,,
UP2025082300146,N,2026-03-22,A-Summary,,
UP2024007400078,N,2025-02-10,A-Summary,,
UP2024044600068,N,2024-11-24,A-Summary,,
UP2025038000120,Y,2025-05-22,,Pending Trial,
UP2025043300135,N,2026-06-30,A-Summary,,
UP2024143900149,N,2025-01-18,C-Summary,,
UP2025050900244,Y,2025-09-15,,Pending Trial,
UP2023084200096,N,2023-09-05,A-Summary,,
UP2025061200050,N,2025-07-02,B-Summary,,
UP2023000300086,N,2024-04-09,A-Summary,,
UP2025015000015,Y,2025-10-23,,,
UP2023054300160,N,2024-01-21,A-Summary,,
UP2025141800088,N,2025-09-13,A-Summary,,
UP2024095000113,Y,2024-06-26,,Pending Trial,
UP2024056600177,Y,2025-04-25,,Acquitted,2025-08-26
UP2025097100159,Y,2025-12-01,,Pending Trial,
UP2024104500094,N,2025-04-15,B-Summary,,
UP2025149300194,N,2025-09-23,C-Summary,,
UP2024026000085,N,2024-12-15,A-Summary,,
UP2023025800076,Y,2023-10-06,,Pending Trial,
UP2024140800031,Y,2024-08-23,,Acquitted,2025-08-05
UP2025034900106,Y,2025-09-15,,Acquitted,2026-06-30
UP2023043700068,Y,2024-02-19,,Pending Trial,
UP2024037500018,Y,2024-10-06,,Pending Trial,
UP2023028600096,N,2023-11-26,C-Summary,,
UP2023134900022,Y,2023-11-03,,Pending Trial,
UP2024111200077,N,2024-05-30,C-Summary,,
UP2024147200243,Y,2024-10-23,,,
UP2023047200014,Y,2023-09-12,,,
UP2024104300214,N,2024-07-16,A-Summary,,
UP2024080400072,Y,2024-09-15,,,
UP2023094300048,Y,2023-11-26,,,
UP2025140200200,N,2026-06-11,A-Summary,,
UP2023018000014,N,2024-02-06,A-Summary,,
UP2023099000055,Y,2024-02-24,,,
UP2023091400108,Y,2023-11-12,,Pending Trial,
UP2024014100098,N,2025-01-18,B-Summary,,
UP2023136200006,Y,2024-01-23,,,
UP2024068600150,Y,2024-11-12,,Discharged,2025-04-30
UP2024061400056,Y,2024-10-27,,Pending Trial,
UP2025083900113,Y,2026-04-05,,,
UP2024127400130,Y,2024-10-20,,,
UP2024140900039,Y,2024-10-28,,,
UP2023139800116,Y,2024-03-11,,Pending Trial,
UP2025047500132,N,2026-03-19,C-Summary,,
UP2025122900183,N,2026-06-30,A-Summary,,
UP2025008200019,N,2025-06-23,B-Summary,,
UP2025053300212,N,2026-04-04,C-Summary,,
UP2024119800162,N,2024-09-06,A-Summary,,
UP2025057200231,N,2026-02-16,A-Summary,,
UP2023037800070,Y,2023-09-19,,,
UP2023057100099,N,2024-06-18,B-Summary,,
UP2025016200193,N,2026-06-30,C-Summary,,
UP2025084900094,N,2026-01-12,B-Summary,,
UP2024023400025,Y,2024-05-20,,,
UP2024074700147,Y,2024-05-08,,Acquitted,2025-06-24
UP2025003200158,Y,2026-04-13,,,
UP2024077400035,Y,2025-02-01,,Pending Trial,
UP2024127400131,Y,2024-04-29,,Pending Trial,
UP2023123300138,Y,2024-01-16,,,
UP2024103500041,N,2025-09-03,C-Summary,,
UP2024067400040,Y,2024-08-18,,Pending Trial,
UP2023080300061,N,2024-06-07,A-Summary,,
UP2024092000024,N,2024-06-03,A-Summary,,
UP2023052500190,Y,2024-05-01,,,
UP2025021900136,Y,2026-02-17,,,
UP2024069800041,N,2024-08-21,B-Summary,,
UP2024092200036,Y,2024-08-30,,Pending Trial,
UP2024000600098,Y,2024-09-22,,Pending Trial,
UP2024123700071,N,2024-06-28,A-Summary,,
UP2024001200097,Y,2024-12-06,,,
UP2025027700027,N,2026-06-27,A-Summary,,
UP2024050800181,Y,2024-09-04,,Pending Trial,
UP2024076900129,N,2025-02-08,B-Summary,,
UP2023060000088,Y,2023-09-20,,,
UP2025062700113,Y,2025-07-20,,Convicted,2026-06-30
UP2023115300075,Y,2023-11-07,,,
UP2024074200176,Y,2025-03-30,,,
UP2023102700002,Y,2023-09-05,,,
UP2024104400160,N,2024-08-17,A-Summary,,
UP2023134500037,Y,2023-05-18,,,
UP2024023200018,Y,2024-09-05,,Pending Trial,
UP2023014100076,Y,2024-01-01,,,
UP2024115000126,N,2025-07-03,B-Summary,,
UP2023072300011,Y,2024-03-05,,Pending Trial,
UP2023057800114,N,2024-01-09,B-Summary,,
UP2024019600165,N,2025-11-15,A-Summary,,
UP2025119700194,Y,2026-03-11,,,
UP2025047400142,Y,2025-06-24,,Convicted,2025-11-30
UP2023139900159,Y,2023-10-16,,,
UP2025105900036,Y,2025-12-25,,Convicted,2026-06-30
UP2025052900163,Y,2025-04-23,,,
UP2025121100197,N,2026-03-08,A-Summary,,
UP2023091500082,N,2024-11-19,A-Summary,,
UP2025113500050,Y,2026-02-11,,,
UP2024005200152,Y,2024-09-26,,,
UP2023127100090,Y,2023-09-30,,Pending Trial,
UP2025096500102,Y,2025-10-30,,,
UP2024003600077,N,2024-12-28,B-Summary,,
UP2023023500031,Y,2023-05-22,,,
UP2025091700129,N,2026-02-19,C-Summary,,
UP2023096400045,Y,2023-12-04,,Pending Trial,
UP2024069100167,Y,2025-02-12,,,
UP2024075300040,Y,2024-08-17,,Acquitted,2025-04-08
UP2023147100087,Y,2024-04-08,,,
UP2023126700017,N,2024-03-24,A-Summary,,
UP2024056900209,Y,2025-03-04,,Convicted,2025-11-12
UP2023068900094,N,2023-11-21,A-Summary,,
UP2025094500132,N,2026-03-17,C-Summary,,
UP2024032500069,Y,2024-07-07,,,
